HotelName,MHID,WVitemID,NE_Code,CAitemID,TripadvisorLocationID
Casa Cook Rhodes,3sa6b7L,194818,RHOCOOK,97036,0
Casa de Campo,vzs85r6,124940,PUJCASH,57149,149217
Casa De Goa Boutique Resort,zfvgqcq,142720,GOIDEGO,79702,0
Casa Fuster,pbvnfxm,120421,HBCNCAFU,58185,489057
Casa Marcello,keyffk2,138386,HPRGCASA,58863,275244
Casa Marina A Waldorf Astoria Resort,qw0afc8,16032,HEYWWYND,15441,209391
Casablanca,v1mex5c,5492,TFSCASA      ,8964,0
Caserio,gpva40o,124017,LPACASE,37403,0
Castelfidardo,,118958,HROMCAFI,9318,0
Castello di Rodi,dhmrb6m,121725,RHOCADI,16093,284815
Castillo de Sol,weosdna,194443,LPACAST,96637,0
Catalina Hotel & Beach Club,xpiuw15,136725,HMIACATA,42950,85101
Catalina Park,g12qpq9,5516,LPACATP      ,8800,584207
Catalonia Barcelona 505,gtgady2,138296,HBCNCATB,58842,228572
Catalonia Castellnou,tidroso,138271,HBCNCACA,58836,228546
Catalonia Diagonal Centro,x0c12p8,138294,HBCNGRCA,58837,228576
Catalonia Eixample 1864,t0684zo,109299,HBCNBERN,58186,275098
Catalonia La Pedrera,ez6avvj,109301,HBCNCORC,58199,228553
Catalonia Park Güell,1ahogcv,138342,HBCNRUBE,58840,236194
Catalonia Plaza Catalunya,oaeogyL,5950,HBCNDUQU,91229,0
Catalonia Portal de l´Àngel,ri7vdwg,10357,HBCNALLE,91228,0
Catalonia Ramblas,v3vw8n5,107602,HBCNCRAM,91265,623246
Catalonia Roma,c8844tc,138289,HBCNCARO,58839,238750
Catalonia Sagrada Familia,kjtpwh7,10360,HBCNARAG,58177,228544
Centar,bv2jq9j,125856,SPUCENT,96765,0
Centara Grand Beach Resort & Villas Hua Hin,hy8qnuy,9378,HHHQSOCE  ,18125,577067
Centara Grand Beach Resort & Villas Krabi,13s50gL,107376,HKBVCKBR,18127,589358
Centara Koh Chang Tropicana Resort,2w7k4dz,99437,HTDXTROP,4730,505236
Central Park,ojez0i4,121668,HLONCENP,17993,0
Central Saint-Germain,c1ft5ew,5534,HPARCESA,9096,239279
Certovka,0ir6nvq,11584,HPRGCERT  ,9515,282040
Cesare Augusto,4vdjj2c,138604,HNAPCEAU,59206,0
Cesàri,8337rmu,121422,HROMCESA,17941,0
Chaba Samui Resort,5tg905k,5557,HUSMCHAB  ,18107,315608
Chang Buri Resort & Spa,,108193,HTDXBURI,18102,636241
Charela Inn,j3uu2sj,140888,MBJCHAR,83930,148996
Charm Churee Villa,diaLcwb,125018,HUSMCHAR,38027,626572
Chateau St Cloud,17qsbqt,139138,HSEZCHAT,65114,506151
CHC Galini Sea View,2hvapih,184044,HCHQCHCG,75417,0
Chelsea - Leicester,,193683,HXLCLEIC,90748,0
Chesterfield Hotel & Suites,6tr6cgb,136736,HMIACHET,42951,85055
Chom View,5qnp9wm,122372,HHHQCHOM,32333,0
Chopin Hotel,tk2css5,138117,HPRGCHOP,56951,0
Chrispy World,z44if29,181814,CHQCHRI,72230,0
Christabelle,vvjre8j,10730,LCACHRI      ,9034,313761
Christakis Studios,q9szt9f,159454,JSICRIS,68564,0
Chromata,,189298,HJTRCHRO,83569,0
Citadines Bastille Marais,18jqr90,123956,HPARCITB,35833,197440
Citadines Berlin Kurfürstendamm,gq75o1u,120218,HBERCITA,9586,248850
Citadines Croisette Cannes,4bss74h,5585,HNCECITC,15260,0
Citadines Holborn-Covent Garden,sobxqqy,118067,HLONHOLB,9068,0
Citadines Les Halles,bfk0phw,5593,HPARCITA,9097,197426
Citadines Maine Montparnasse,fp9Lsyh,107778,HPARCIPM,17917,0
Citadines Ramblas Barcelona,3cgpp8m,15548,HBCNCITA,17952,206928
Citadines Saint Germain des Prés,c2v1a0y,5595,HPARCITG,9098,208096
Citadines South Kensington,rn5Lk8o,123958,HLONSOKE,35834,0
Citadines St Marks,c4jbyg2,142813,HLONMARK,67422,0
Citadines Tour Eiffel,yegbb9m,140806,HPARCITE,64244,197659
Citrus Hikkaduwa,e3i51uh,138785,HCMBCIRT,58083,609883
City Lodge V & A,ys5k9a0,11618,CPTCITY,76228,303092
City Moran,o4u7dao,11610,HPRGCIMO  ,58864,275497
Clara Hotel,q3psy1f,139216,MJTKLAR,61315,615411
Clarion Collection Hotel Valdemars,d0cq9gn,109357,HRIXVALD,42377,290827
Clarion Sign,9wv8qa2,138935,HSTOCLSI,90322,677299
Clarion Suites,sbdkb8u,138754,HLISCLAR,58735,206894
Claris,0und5gz,124643,HBCNCLAR,36944,0
Cliff Bay Hotel,uh320c3,11336,PVKCLIF      ,15284,1896373
Clinton South Beach Hotel,bq4c098,120133,HMIACLIN,58977,247105
Club Grand Aqua,6s32LuL,122517,AYTAQUA,34334,610815
Club Grand Side,83w1dm5,122524,AYTSIDE,27341,314837
Club Jandia Princess,vpuesb2,183343,FUEJANP,75547,0
Club Maspalomas,gpqLx0d,5630,LPACLUM      ,8804,645272
Club Med Bodrum Palmiye,,194596,BJVPALM,97350,0
Club Med Kani,,194721,HMLEKANI,97355,0
Club Med La Plantation d’Albion,,194723,HMRUALBI,97353,0
Club Med La Pointe Aux Canonniers,,194725,HMRUPOIN,97354,0
Club Med Palmiye (Kemer) ,,194616,AYTCMED,97351,0
Club Med Phuket,,194613,HKTCMED,97352,0
Club Med Sandpiper Bay,,194727,HFLLSAND,97322,0
Club Paloma Apartment,v5v3870,122754,BJVPALA,31254,300564
Club Sidar,74nyg4j,118021,AYTCSID,34195,1130269
Club Vistaflor,51o5ksp,118023,LPACLVI,8805,626425
Clyde Court Hotel,0zfuzk7,138561,HDUBBERK,59171,1161310
Coco Ocean Resort & Spa,aLp0fmm,120465,BJLCOCO,66896,0
Colina Mar,gb3f99u,187447,LPACOLI,83554,0
Colon,va54ykh,11640,HBCNCOLO  ,58196,0
Colon Playa,o4pjrcL,5661,LPACOLO      ,70453,1013751
Colonia Santa Maria,426uk3c,141533,GOISANT,99233,498688
Colonial,ijLo7bt,121330,HBCNCOLN,17953,0
Colonna Palace,xgfnw8u,11642,HROMCOLO  ,58161,229101
Colorado Golf,eg3kh41,124455,LPACOGO,96800,0
Comfort André Latin,dgf5krg,121173,HPARANDR,17918,263657
Comfort Inn Midtown West,w8o4aki,184544,HNYCCIMW,76781,0
Compostela Beach,c888zdh,5675,TFSCOMP      ,16041,0
Compostela Club,2pn79nj,11174,TFSCOMC      ,8940,628062
Concorde,ynmbmhb,5677,LPACONC      ,70452,231609
Condesa de la Bahia,gsxbnuw,118599,PMICOBA,9421,267051
Constance Ephelia Resort,8ymf2nj,139127,HSEZEPHE,65119,1675671
Constance Lémuria Resort,918jnnu,139129,HSEZLEMU,65123,304188
Constance Moofushi Maldives,j08rzbq,182967,HMLECOMO,74043,0
Constantin,6z2djkw,5691,RHOCONS      ,9281,581975
Constantin,b40d9w6,5689,HERCONS,65624,1861425
Continental,upay95p,127983,PMICONT,65094,628863
Copley Square Hotel,2ybtmhw,197664,HBOSCOPL,98870,0
Copthorne Tara,ch91roa,10848,HLONCPTA,58096,0
Coral Beach Club,,140934,HSXMCORL,64289,1085511
Coral Cove Chalet,fcyf6tr,5701,BKKCORA,4734,506561
Coral Hotel,,139317,HMLACORA,60884,1140977
Coral Sands,4m4ps51,5707,HCMBCOSA,58819,477930
Coral Strand,xqdmbda,5711,HSEZCORA  ,65120,316994
Corali Beach,kw65p65,5713,PVKCORA      ,9136,0
Cordial Biarritz,daj056v,5251,LPABIAR      ,8828,632772
Cordial Green Golf,wihzugy,109512,LPAGRGO,65856,264615
Cordial Mogan Playa,0tvrdt1,13193,LPACOMO,8852,559667
Cordial Mogan Valle,hatmka5,99295,LPAMOVA,8853,1100981
Cordial Sandy Golf,jwec8q5,121435,LPACOSA,56848,0
Cordial Theaterhotel Wien,j8c6wn7,138706,HVIECORD,59259,228042
Corfu Chandris Villas,czry2Lw,189600,HCFUCCHV,84877,0
Corfu Mare,,189596,HCFUMARE,84876,0
Corinthia Hotel,03mh6rr,6389,HBUDGRRO,9592,0
Cornelia De Luxe,gq8dsLr,108802,AYTCORN,9552,320138
Cornelia Diamond Golf Resort & Spa,L2iw2o9,118498,AYTCORD,9553,1073308
Corona d'Italia,pndLq4n,141324,HFLRCORN,64959,232962
Corona Playa,aazb8uj,142580,LPACOPL,66963,0
Corralejo Beach,zf0k7b7,119896,FUECORR,27527,237067
Corso Italia Suites,y3cxwwb,108804,HNAPCORS,15351,1180281
Corus Hyde Park,qn5pr13,10805,HLONPLAZ,58097,0
Cosmopolitan,c47d3gL,5738,PMICOSM      ,9485,272805
Costa D´Or,uwgbyng,119186,PMICODO,9463,0
Costa Verde Hotel Club,rbL1k9v,183321,HPMOCOVE,75190,0
Country Inn & Suites,s1vx6k5,137460,GOICINN,58090,0
Couples Negril,wzpepnt,140792,MBJCOUN,83935,148625
Courtyard Marriott Schoenbrunn,xic2y9r,138728,HVIEMARR,59240,0
Courtyard Marriott Stockholm Kungsholmen,deiqk53,138926,HSTOCOMA,67413,1657236
Cozumel Palace,919cmwj,183002,CUNCOZP,75653,0
Creta,e5qdaxr,194456,HERRETA,96675,0
Creta Palace,hbc4wnp,5765,HERCREP      ,9236,0
Creta Sun,Lg1ptht,99425,CHQCRES,66796,3337370
Cristian Sur,9r8ytgf,128926,TFSCSUR,42972,639096
Cristina Las Palmas,nd6eupj,7944,LPACRIS,8802,228541
Crown Plaza Royal Terrace,12o74b2,122835,HEDIROYT,59225,243793
Crowne Plaza - The Roxburghe,db6kins,138671,HEDIROXB,89482,194005
Crowne Plaza Amsterdam City Centre,tu5nxbb,15604,HAMSCROW,77382,0
Crowne Plaza Berlin City Centre,biw0owh,119468,HBERCROW,9587,0
Crowne Plaza Times Square,6bztx7k,14945,HNYCCPMA,15378,93454
Crystal De Luxe Resort & Spa,4q9djur,121281,AYTCRYS,14264,1126200
Dafni  Beach,nb209op,121208,JSIDAPH,42833,1473381
Dalouda,Lqkkrsu,121198,PVKDALO,16086,4267804
Dania Park,wf56vur,182559,TFSDANI,73242,0
Danubius Grand Hotel Margitsziget,aciawd4,121596,HBUDGRAN,18024,0
Danubius Hotel Arena,d8j16nf,138908,HBUDAREN,59213,0
Danubius Hotel Astoria City Center,2pb8oyp,11245,HBUDASTO,9591,0
Danubius Hotel Flamenco,6k2cqtn,138888,HBUDDANU,59214,0
Danubius Hotel Gellért,d2o8h0a,6739,HBUDGELL,18025,0
Danubius Regent Park,5ytLbc0,125923,HLONDANU,58101,0
Das President,iqsnbat,138704,HVIEPRES,59260,0
Days Inn Hotel New York City - Broadway,m4ypz5a,99876,HNYCDAYB,15379,142114
DC Xibana Park,77kitcz,182740,TFSXIBA,89826,0
De La Ville Inter-Continental,5ixLbko,15614,HROMDELA,58154,203148
De Paris,veiipnm,138480,HAMSDEPA,58907,239020
De Petris,n2urk1s,123993,HROMPETR,36166,0
Deauville,gcjg9cr,191088,VRADEAU,88325,0
Dedalos Beach Hotel,stic1b6,193448,HERDEDA,90219,0
Del Mar,d4qky0k,5816,HBCNDELM,17955,0
Delano,rugadvj,11688,HMIADELA  ,15432,85118
Delfinia,zhgeot4,102714,MJTDELF,33990,316905
Della,f7w6u92,5818,PVKDELL      ,89670,1893619
Delle Nazioni,us04r95,15704,HROMDELL,17942,229102
Delta,tj4sx03,5822,HERDELT      ,96676,0
Denis Island,115zira,139125,HSEZDENI,65112,557198
Des Arenes,ihysnrj,10963,HPARDEAR,9099,219990
Des Orangers ,0xaz66b,109048,HNCEDESO,15261,0
Despina Hotel,v6sfc26,186278,RHODESP,98920,0
Destino Pacha Ibiza Resort,qp94xue,157513,IBZDEST,97645,0
Dewa,53fuumL,107636,HTDXDEWA,4729,674157
DiamondHead Beach Resort,bjt77zf,137464,HFMYDIAM,58792,87551
Diana,627x9qe,121295,RHODIAN,83595,1228867
Dimitra,5paxoph,14361,PVKDIMA,16087,0
Dimitra Village,03dcrtn,181722,CHQDIMI,72247,0
Dimitrios Studios,nef55af,100927,JSIDIMI,15288,0
D'Inghliterra,uvbvjL3,138173,HROMDING,58155,203146
Dionysos,8u2mhe8,5852,JSIDION      ,15289,0
Dionysos Hotel,1ivL581,184619,KVADION,78642,0
Diplomat Hotel,n3xzo5L,138865,HMLADIPL,59309,1211760
Disneyland Hotel - Anaheim,x62gy6f,102829,HLAXDLAN,15403,222948
Disneyland®Hotel inkl. entrébilletter,exi2610,14876,HPARDISN,17926,0
Disney's All Star Movies Resort,,11706,HORLWDAV  ,60802,112074
Disney's All Star Music Resort,,11702,HORLWDAM  ,60803,123531
Disney's All Star Sports Resort,1aa4c1v,11704,HORLWDAS  ,60804,84897
Disney's Animal Kingdom Lodge,i1i0fx7,138806,HORLWAKL,60805,189076
Disney's Beach Club Resort,9hqfudy,138846,HORLWDBE,60806,120251
Disney's Caribbean Beach Resort,,14953,HORLWDCA,60807,85983
Disney's Coronado Springs Resort,k74k81g,138819,HORLWDCR,60808,120307
Disney's Davy Crockett Ranch® inkl. entrébilletter,,14874,HPARDAVY,17925,0
Disney's Grand Floridian Resort,6t9uosy,138834,HORLWDGF,60809,120303
Disney's Hotel Cheyenne® inkl. entrébilletter,qgcb1eo,14872,HPARCHEY,17924,0
Disney's Hotel New York® inkl. entrébilletter,taa7gem,14880,HPARNEWY,17928,0
Disney's Hotel Santa Fe® inkl. entrébilletter,xhfe4gh,14884,HPARSANT,17930,0
Disney's Newport Bay Club® inkl. entrébilletter,nLnh1wL,14882,HPARNEWP,17929,0
Disney's Port Orleans Riverside,jrfffcm,138836,HORLWDPT,60810,125310
Disney's Sequoia Lodge® inkl. entrébilletter,amy19tr,14886,HPARSEQU,17931,0
Divi Aruba All Inclusive,498xrLa,5855,AUADIVI      ,64553,150688
Divi Little Bay Beach Resort,p1utcoo,137152,   HSXMDILI  ,55695,0
Dolce Sitges,2ut00oz,195376,HBCNDOLC,98138,0
Dolmen Resort Hotel & Spa,du4rjim,136730,HMLADOLM,43333,283134
Dolores,gw6Lxp2,124458,LPADOLO,89787,0
Domus Florentia,3g0d6q6,137408,HFLRDOFL,60881,275837
Don Jose,cw51xn5,5887,TFSJOSE      ,8929,571279
Don Juan,sb3m3um,5889,PMIJUAN      ,9423,1161014
Don Miguel,gw81i67,119195,PMIDOMI,9502,535110
Don Paco,ycz8ihf,5893,LPADOPA      ,8777,1194526
Dona Sylvia Beach Resort,7pbj36b,137133,GOIDONA,61209,478832
Donatello,66z271b,139296,HFLRDONA,60996,0
Dorchester,xe5c65r,11307,HMIADORC,15433,258639
Doria Hotel Bodrum,jL1L966,122748,BJVDORI,31274,657822
Dorisol Florasol,fvreieL,109422,FNCFLOR,9354,505396
Dorisol Mimosa,y42z5p9,8015,FNCMIMO      ,9355,264806
Dorothea,xrogrx8,195108,LPADORO,98225,0
Dorset Regency,9xcygwt,5917,HKULDORS,15241,305385
DoubleTree by Hilton Hotel London - Marble Arch,meirp7h,137981,HLONPRMO,58138,0
Doubletree Hilton Zanzibar,tnzcskf,195011,HZNZDHIZ,97247,0
DoubleTree Resort by Hilton Hotel Phuket,knujm3h,120405,HHKTMASU,18096,1100819
Drago Park,39LvxLg,124158,FUEDRAG,36272,573842
Drakos Hotel,vcqzoLj,119678,PVKDRAK,16088,0
Dreams La Romana Resort & Spa,1uj3a5o,142697,PUJLARO,67469,0
D-Resort Grand Azur,84kq1y4,10464,DLMAZUR      ,40398,300032
Duangjitt Resort,78hk54d,10573,HKTDUAN      ,4793,507010
Duas Torres,uob8n9i,5923,FNCDUAS      ,9356,505395
Dublin City Inn,,11686,HDUBCITA  ,17938,206334
Dubrovnik Palace,zy3kdfv,142089,HDBVDUBP,66266,2711919
Duna Beach,5c2u7gc,121002,LPADUNB,16013,264612
Duna Golf,puvc95d,5933,LPADUNG      ,8806,2602332
Dunas Don Gregory,41qdafz,195186,LPADDON,99138,0
Dunas Mirador Maspalomas,mib0Lhn,108731,LPAMIRA,98781,0
Duodo Palace,7z1bk4z,136970,HVCEDUOD,58934,278272
Dusit Princess Chiang Mai ,vr8rebL,9099,HCNXROYA  ,18142,301341
Dusit Thani Krabi Beach Resort,471ibx3,109188,KBVSHRK,8986,301809
Eanthia Village,03115ae,5966,CHQEANT      ,9201,1070146
Ecem Apartments,Lffzvvq,193935,DLMECEM,96198,0
Eden,y4ehnx3,107211,LPAEDEN,8813,287261
Eden Mar,br0s6aj,5977,FNCEDEN      ,9357,229322
Eden Roc Resort,4a75bst,123041,RHOEDEN,34259,1006161
Edenstar Saigon Hotel,csta82r,142608,HSGNEDSA,75944,3673303
Edinburgh Marriott Hotel,2tbu2xd,138669,HEDIROYA,59220,197779
Edison,ym1i4sw,12975,HNYCEDIS,60780,93437
Egnatia,8b09bfg,193367,KVAEGNA,90370,0
Ekavi,L35rp48,99427,CHQEKAV,81740,265316
El Greco,376w234,185963,HERELGR,78038,0
El Greco,bs3qo2b,5997,LPAGREC      ,27568,287501
El Lago,7fwtn9q,6003,PMILAGO      ,9424,573906
El Palacete,uqsd3kv,121946,FUEPALC,67317,237055
El Yate,stf6dy2,183518,LPAYATE,75549,0
Electra Palace,twwwdue,108600,RHOELEC,9292,228909
Eleftheria,vtysi9r,124984,CHQELEF,66799,661213
Eleftheria Kissamos,psqyrmu,101028,CHQELEV,97260,0
Elena,g0brz31,139782,PVKPELE,64791,0
Elena Apartments,3isk7t7,6027,KGSELEN      ,9119,1576799
Elena Village,dujLpvq,126172,KGSLENA,41474,3569948
Eleonora Hotel,96tLmfb,186335,CHQELEO,97156,0
Elias Beach Hotel,08jx9cn,149728,LCAELIA,71198,0
Elina Apartments,m9at50c,145447,HERELIN,71161,0
Elios,mmjerou,183307,HCTAELIO,75206,0
Eliseo,qwm7a2r,6035,HROMELIS,9320,203180
Elite,pi4htn4,119993,HROMELIT,9321,0
Ellington,6ci0eoL,138787,HNCEELLI,59282,197182
Ellington Hotel Berlin,kxbd8a2,119041,HBERELLI,18016,631358
Elotis Suites,p3gL1up,6047,CHQELOT      ,66871,490824
Elpida,01n40qu,118229,PVKELPI,26355,0
Elsa,91y5srp,184664,KVAELSA,78696,0
Elysium Resort & Spa,u7ptuee,184383,RHOELYS,83599,0
Emerald Beach Resort & Spa,3zarddm,109034,HKTEMBE,4724,488585
Emperador,v79mk3e,138492,HMADEMPE,58927,228665
Empire Hotel,kwL2qys,137844,HNYCEMPI,57590,0
Enetiko,25kmopj,6056,PVKENET      ,9151,1603489
Enotel Quinta do Sol,7qmtcmr,8812,FNCQUIN      ,71429,0
Enziana Hotel Vienna,xk1f4fc,15531,HVIEARTI,59245,231979
Epimenidis,gm85wid,14844,CHQEPIM,71559,1734104
Eresin Taxim Premier,mb8op6m,121610,HISTTAKP,18013,0
Erma,u0yev8e,11213,VARERMA      ,9000,1485512
Es Moli,hiqu0ob,119300,PMIMOLI,9464,190688
Esencia de Fuerteventura,uh7jna7,188516,FUEESFP,88465,0
Esmeralda Resort,64tse3c,140936,HSXMESME,64291,151150
Esperia,d4v47p5,11091,RHOESPE      ,9282,253985
Esperidi Resort,72irzye,121670,HNAPESPE,15352,483389
Estalagem da Ponta do Sol,97qo4eq,6089,FNCPONT      ,9376,251382
Estela Barcelona,6uy32k0,195378,HBCNESTB,98139,0
Estoril Eden,e83i48u,6095,HLISEDEN,15361,234234
Eugenia Victoria,xu1d5sz,13201,LPAEUGE,8830,289586
Europa,yb79kj3,138699,HVIEEURO,59254,206601
Europalace,5u0izmk,125387,LPAEURP,38266,670082
EUROPE Playa Marina,h9ky58m,122108,PMIPLAM,73856,248844
Evason Ana Mandara Nha Trang,868czxd,4727,SGNAMRE,75900,676642
Evason Hua Hin,2phq86q,15498,HHHQEVAS,18124,301641
Excelsior Hotel,Ltn4mik,192910,HSKGEXCE,89605,0
Fairmont Kea Lani,q04t7vo,138685,HOGGLANI,64762,87399
Falcon Plaza Hotel,8kwxfqk,138470,HAMSFALC,58910,239021
Fame Residence Kemer ,ziuh8xL,120972,AYTFAME,14265,315289
Fantasy Resort,ynut8xf,118676,HTSTFANT,82325,577087
Farilaga,8e3ov8i,6139,LPAFARI      ,8832,0
Faro Jandia,bbowqbm,120057,FUEFARJ,8926,577876
Faros,w3cLb4m,108733,LCAFARO,9035,284191
Fc Barcelona - Arsenal - Champions League,,195166,HXBAARSE,97541,0
Fc Barcelona - As Roma - Champions League,,194247,HXBAROMA,95958,0
Fc Barcelona - Bate Borisov - Champions League,,194245,HXBABATE,95959,0
Fc Barcelona - Bayer Leverkusen - Champions League,,194243,HXBALEVE,95960,0
Fc Barcelona - Las Palmas,,194006,HXBALASP,91855,0
Fc Barcelona - Real Sporting,,194008,HXBASPOR,91856,0
Federal Villa Beach Resort Langkawi,94tjLfp,15638,HLGKFEVI,75147,0
Feliz,at5zLo7,123377,PMIFELI,34151,1797289
Fergus Style Mar Mediterrania,eLdd3ki,195644,HBCNSTYL,98236,0
FERGUS Style Pollensa Park & SPA,p10tug6,189037,PMIPOPA,86959,0
Ferrer Maristany,hp79vr1,101433,PMIMARY,83121,611461
Ferrera Beach,77t0rup,118219,PMIFERB,9446,661936
Ferrera Blanca,amk7pod,118635,PMIFEBA,61331,1191068
Festa Panorama,3ukfyaw,197973,BOJPANO,99708,0
Fidan,gvoLyuw,6153,DLMFIDA,82856,0
Fiesta Hotel Palmyra,bgaztjj,157642,IBZPALM,97696,0
Fifteen Beacon,9n0zwkf,197679,HBOSFIFT,99027,0
Figueroa,pzni4yz,11760,HLAXFIGU  ,15404,124956
Filmar,fhcg5Lt,100931,RHOFILM,83597,0
Filoxenia,7w6jiwy,7347,PVKFILO,15285,3514737
First Residence,9ohy209,123624,HUSMFIRE,34409,0
Fishermans Village at Olympic Lagoon Resort,ip5yfq9,126028,LCAFISH,41571,292114
Fiume,w7gfi90,11123,HROMFIUM,9323,264644
Flamingo,n0n1nmg,14363,VARFLAM,6738,1167964
Flamingo Cancun Resort,u6r43z8,141192,CUNFLAM,66209,154894
Flamingo Grand,4yd4e1d,121095,VARGRAN,16115,1129053
Flash Hotel,qmL1q5a,183923,HALCFLAS,75204,0
Flora,j7bgoL8,138534,HNAPFLOR,59204,0
Florida,85wdcqo,101474,HLISFLOR,9342,227429
Folia Apartments,ysribo6,192011,CHQFOLI,89197,0
Fort Myers Deluxe Pool Homes - Universal Vacations,,186437,HFMYUNVA,85486,0
Fort Myers Executive Pool Homes-Universal Vacation,,186439,HFMYUNVE,85487,0
Fortuna Beach,8q4i0aw,162211,DLMFORT,71153,0
Forum,7oL9f0p,6211,CHQFORU      ,9191,586242
Fosshotel Baron,sw1dzxq,138962,HREKFOBA,76157,277420
Fotini,e67c5fj,6216,RHOFOTI      ,15292,0
Four Points By Sheraton San Diego Downtown,eyr1zfg,191547,HSANFOUR,91177,0
Four Points Sheraton - LAX,hati25q,119906,HLAXFOPO,15405,208191
Four Queens Hotel,wwg0ffm,119908,HLASQUEE,15397,91816
Four Seasons George V,k20y9x1,138136,HPARFOUR,58143,188975
Four Seasons Resort Langkawi,azx8i0p,182381,HLGKFOUR,73982,0
FourViews Baia,usk4ud2,120260,FNCBAIA,9358,266651
Fourviews Monumental,0L22rsk,8107,FNCLIDO      ,9360,264809
Frosini,j890jr4,6227,KGSFROS      ,9124,500636
Fuerteventura Princess,1sx7xn0,183234,FUEPRIN,75407,0
Fujairah Rotana Resort,78wnuqd,107945,DXBFUJA,68473,0
Galaxy Hotel,7ddmziu,186210,KVAGALA,78715,0
Gale South Beach,3uv8d2y,190017,HMIAGALE,85508,0
Galeana Mare,gb2o211,100788,HERGALE,71162,661634
Galera Beach,xds0fji,6240,FUEGALE      ,4811,1162796
GALLERYone DoubleTree Suites by Hilton Hotel,hxwvwuL,10492,HFLLDOGG,15425,217354
Galles,3nn1vf9,138681,HMILGALL,59236,202890
Galley Bay,ns5zu12,188941,HANUGALL,83456,0
Gallia,323qrL0,6244,HROMGALI,9324,0
Gambia Coral Beach Hotel & Spa,hqk6xzb,107688,BJLSHER,72861,758185
Gambrinus,4jsem3b,6248,HROMGAMB,9325,228929
Garajonay,2c6xLjj,6250,TFSGARA      ,8941,0
Garden Beach,djkrakc,184052,HNCEGABE,75303,0
Garden Holiday Village,7x771Li,139244,PMIHOLI,61149,663953
Garden Hotel,kotxwdw,138484,HAMSBILD,58906,206846
Garden studios,82xjm0L,108236,KVAGARS,78659,3410270
Gardenia Beach,sLqq59t,139839,AYTGARD,64920,0
Genio,baw9uzf,11126,HROMGENI,9326,203122
Genova,7045mhf,159575,HROMGENO,71409,0
Georgia Apartments,4cj8mi5,128461,RHOGEOA,41854,500680
Gergana Beach,8knrr5a,6283,VARGERG      ,6739,656539
Giglio,zmfkp5s,139276,HFLRGIGL,60997,0
Girassol,pwtdbc5,6296,FNCGIRA      ,9359,254077
Globo,m0byucp,141459,HSPUGLOB,65415,578337
Gloria Golf Resort,2rv8moc,6304,AYTGLOG      ,9554,294650
Gloria Palace Amadores,9z1xxho,6306,LPAGLAM      ,8814,530796
Gloria Palace Royal,3e1dd1y,99281,LPAGLOR,8815,647726
Gloria Palace San Agustin Thalasso & Hotel,c9thdfs,195147,LPAGPSA,98863,0
Gloria Serenity Resort,53iLoow,107922,AYTGLOS,9555,663218
Gloria Verde Resort,6bLy941,6308,AYTGLOR      ,9556,304726
Goa Marriott Resort,qcy9bci,6314,GOIMARR      ,34977,307517
Gold Zanzibar Beach House,rim1rmc,143259,HZNZGOLD,76245,0
Golden Line,LLfmi9e,138634,VARGOLD,82032,3747037
Golden Rock Beach Hotel,bnhin8p,128234,DLMGOLD,43193,3176353
Golden Star,fvLLe78,193077,LCAGOLS,90473,0
Golden Tulip Berlin Hotel Hamburg,iej9ao0,138364,HBERGOLD,58210,293098
Golden Tulip Cannes - Hotel de Paris,jx6ycvr,119544,HNCEGOLD,15263,196997
Gomila Park,bqroyyp,11004,PMIGOMI      ,66775,1025148
Gotico,9pekua1,6341,HBCNGOTI,9384,0
Gran Barcino,kqyd2eL,6351,HBCNBARC,17956,234569
Gran Caribe Resort & Spa,Ls8u8nh,125261,CUNGRAN,37968,503456
Gran Hotel Atlantis Bahia Real,6bsywsh,190105,FUEGRAN,86999,0
Gran Hotel Bahia del Duque Resort,iphx1nd,6353,TFSBAHI      ,8942,248457
Gran Meliá de Mar,ptxkgq7,118941,PMIMEMA,61637,253602
Gran Melia Don Pepe,yfeqiuq,121083,HAGPPEPE,17987,228534
Gran Meliá Victoria,vxhLtry,6357,PMIMELV      ,9477,228620
Gran Porto Resort & Spa,vpn0rvv,6362,CUNPORT      ,4323,185329
Granada Park,doa12cg,6366,TFSGRDA      ,8930,601590
Grand Bahia Principe Bavaro,xyg1yvw,141232,PUJBAVA,64950,478252
Grand Bahia Principe Jamaica,k0p4w4y,141021,MBJGRAN,83939,629722
Grand Bahia Principe Tulum Hacienda,hz7v87b,137712,CUNBAPR,55646,503104
Grand Beach,nbkfo7a,123170,KVABEAC,90096,577436
Grand Bohemia,41pnp67,6374,HPRGGRBO,9516,275498
Grand Case Beach Club,bqv9wim,11814,SXMGRCA,82288,0
Grand Hermitage,0xcxjj9,138625,HNAPGRHE,59203,292080
Grand Hotel Adriatico,6dua13v,139278,HFLRADRI,60995,202977
Grand Hotel Amrath Amsterdam,cppdz5p,123973,HAMSAMRA,36159,618996
Grand Hotel Angiolieri,g50uhwL,138627,HNAPGHAN,59202,622482
Grand Hotel Mazzarò Sea Palace,cLrfqrg,183309,HCTAMAZZ,75213,0
Grand Hotel Mercure Croisette Beach,7e2qxor,5780,HNCECROI,60819,261847
Grand Hotel Palazzo,v2yxt8j,123214,PUYPAZZ,76102,1674292
Grand Hotel Reykjavik,xrgnwr7,11818,HREKGRAN  ,58617,228920
Grand Hotel Riviera,y1zbwaz,121678,HNAPRIVI,15356,0
